object_name,sector,level,service_scale,process_criticality,num_users,num_territories,predicted_financial_damage,recovery_time_hours,critical_processes_count,integrations_count,personal_data_subjects,affected_employees,continuous_operation,uses_automated_control_system,provides_gov_services,life_health_impact,ecological_impact,defense_impact,public_order_impact,transport_impact,communication_impact,sensitive_info,category_level
Портал передачи #3041,Оборонная промышленность,Муниципальный,Один город,Высокая,35562,2,70870602,24.0,3,4,21287,1070,True,False,False,False,False,True,False,False,False,True,2
Платформа управления #3042,Оборонная промышленность,Муниципальный,Федеральный округ,Низкая,37356,22,99239,24.0,7,18,36676,1186,False,False,False,False,False,True,False,False,False,True,2
Сеть обработки #3043,Связь,Региональный,Вся страна,Средняя,71150,74,3223543,48.0,7,2,84825,2245,False,False,False,False,False,False,False,False,True,False,1
ИС обработки #3044,Банковская сфера,Региональный,Субъект РФ,Высокая,354619,8,1625745790,12.0,11,18,171470,1115,True,True,False,False,False,False,True,False,False,True,3
Портал хранения #3045,Транспорт,Региональный,Вся страна,Средняя,464643,64,10795986,72.0,13,15,223565,3909,False,True,False,True,False,False,True,True,True,False,3
Портал аналитики #3046,Оборонная промышленность,Региональный,Вся страна,Низкая,220381,87,234196,24.0,14,8,209665,706,False,False,True,False,False,False,False,False,False,True,2
ИС хранения #3047,Государственное управление,Региональный,Несколько муниципалитетов,Низкая,82185,4,1158685,168.0,9,14,55801,2355,False,False,True,False,False,False,True,False,False,True,2
Сервис хранения #3048,Энергетика,Региональный,Один город,Высокая,49624,3,291988086,4.0,5,13,49875,3358,True,True,False,False,True,False,False,True,False,False,2
Портал аналитики #3049,Транспорт,Муниципальный,Федеральный округ,Средняя,32526,27,11923581,48.0,5,2,41095,639,False,True,True,True,False,False,True,True,False,True,3
Платформа аналитики #3050,Наука,Региональный,Один город,Средняя,97757,4,806167,168.0,8,18,53856,992,False,False,False,False,False,False,False,False,True,False,1
Сеть обработки #3051,Транспорт,Федеральный,Федеральный округ,Средняя,1653462,19,4676064,48.0,13,4,1461915,2616,False,True,False,True,False,False,True,True,False,False,3
Платформа аналитики #3052,Государственное управление,Федеральный,Федеральный округ,Средняя,290105,15,6035444,24.0,10,11,61742,3347,False,False,True,False,False,True,True,False,False,True,3
Сервис управления #3053,Оборонная промышленность,Объектовый,Федеральный округ,Средняя,3361,12,7961584,48.0,4,7,3204,85,True,False,False,False,False,True,False,False,False,True,1
Сеть хранения #3054,Транспорт,Объектовый,Вся страна,Средняя,1349,85,899484,168.0,2,4,1483,421,True,True,False,True,False,False,True,True,False,False,2
АСУ ТП обработки #3055,Транспорт,Региональный,Субъект РФ,Средняя,131734,8,4305459,72.0,8,9,21629,646,False,True,False,True,False,False,True,True,False,False,2
Сервис аналитики #3056,Транспорт,Объектовый,Федеральный округ,Высокая,853,24,60711197,12.0,2,1,923,331,True,True,False,True,False,False,True,True,False,False,2
АСУ ТП аналитики #3057,Транспорт,Региональный,Федеральный округ,Средняя,39527,10,5754055,24.0,9,15,4352,2842,False,True,False,True,False,False,True,True,False,False,3
Сеть аналитики #3058,Наука,Федеральный,Вся страна,Средняя,191376,60,358507,48.0,14,18,260317,3651,False,False,False,False,False,False,False,False,False,False,2
Сервис аналитики #3059,Энергетика,Федеральный,Субъект РФ,Высокая,840702,5,54940522,12.0,14,22,943288,2695,True,True,False,False,True,False,False,False,False,False,2
Платформа передачи #3060,Здравоохранение,Региональный,Один город,Критическая,109321,3,239615175,2.0,15,4,158807,2894,True,False,False,True,True,False,False,False,False,False,3
Система хранения #3061,Банковская сфера,Объектовый,Несколько муниципалитетов,Средняя,445,4,2387115,24.0,3,5,126,1186,False,False,True,False,False,False,False,False,True,True,1
Сеть управления #3062,Государственное управление,Муниципальный,Один город,Низкая,68283,3,59831,24.0,3,11,92291,908,False,True,True,False,True,True,True,False,False,True,3
Сервис аналитики #3063,Государственное управление,Региональный,Федеральный округ,Высокая,171816,11,62606794,24.0,8,18,135341,3339,True,False,True,False,False,True,True,False,False,True,3
Платформа аналитики #3064,Оборонная промышленность,Муниципальный,Несколько муниципалитетов,Высокая,43310,2,58806147,8.0,8,8,48391,401,True,False,False,False,False,True,False,False,False,True,2
